,date,title,press,contents,link
272,2022.10.31.,"입단속하는 여야… 남영희 ""이태원참사는 청와대 이전 탓"" 글 삭제",서울와이어,남영희 민주연구원 부원장이 청와대 이전이 이태원 참사 원인이라고 지적했다가 20분만에 글을 삭제했으며 여야 가리지 않고 내부 단속을 신경쓰는 분위기다. 앞서 남 부원장은 30일 오전 이태원 참사 원인이 청와대 이전...,http://www.seoulwire.com/news/articleView.html?idxno=485133
273,2023.01.04.,개방 급급했던 청와대에서 유물 나와···“경내 정밀 조사를”,경향신문,"이번 조사는 조선시대 경복궁 중건 당시 조성된 후원을 중심으로 고려시대부터 청와대 개방 이전까지 시대적 변천, 역사적 가치를 평가하기 위한 첫 학술조사연구다. 문화재청도 “그동안 청와대 접근성의 한계적...",https://www.khan.co.kr/politics/politics-general/article/202301041613021
274,2022.10.30.,"""이태원 사고, 尹 청와대 이전 때문""…남영희, 결국 글 삭제",이데일리언론사 선정,30일 오전 8시께 남 부원장은 자신의 페이스북에 “이태원 참사는 청와대 이전 때문에 일어난 인재”라며 “핼러윈 축제에 10만 인파가 몰릴 것이라 예상한 보도가 있었지만 경찰 등 안전요원 배치는 애초에 불가능한...,http://www.edaily.co.kr/news/newspath.asp?newsid=01613766632498168
275,2022.10.30.,"野 남영희 “이태원 참사, 청와대 이전 때문” 與 양금희 “논평할 가치도 없...",세계일보,"“애도기간 만이라도 정쟁 멈춰야···민주당도 동참할 거라 믿어” 민주硏 부원장 “이태원 참사, 청와대 이전 때문에 발생한 인재 윤석열 대통령, 이상민 행안장관, 오세훈 서울시장 물러나야” 국민의힘 양금희...",http://www.segye.com/content/html/2022/10/30/20221030505565.html?OutUrl=naver
276,2023.01.13.,"野 ""北 무인기, 용산 이전 탓""…軍 ""방공작전 변함 없어""",한국경제언론사 선정,"진상규명단은 대통령실 이전으로 청와대 주변에 있던 방공진지와 대공 무기체계를 옮기지 못한 데도 책임이 있다고 주장했다. 이들은 ""기존 청와대 인근에는 인왕산과 북악산 등 고지대와 군부대가 위치해 있어...",https://www.hankyung.com/politics/article/202301131456i
277,2023.01.13.,"野 진상규명단 ""대통령실 졸속 이전에 우리 영공 무참히 뚫려""",아주경제,"그러면서 ""그런데 영빈관과 상춘재 등 청와대 사용 빈도도 늘어간다""며 ""이럴 바엔 지금이라도 빨리 대통령실을 청와대로 재이전하라""고 촉구했다. 같은 날 이수진(비례) 민주당 의원도 ""대통령실은 수도방위사령부...",https://www.ajunews.com/view/20230113132939320
278,10시간 전,[뉴스앤이슈] 한미 오늘 밤 정상회담...외신 인터뷰 논란은 계속,YTN,"■ 진행 : 김영수 앵커 ■ 출연 :장성철 공론센터 소장, 복기왕 전 청와대 정무 비서관 * 아래 텍스트는 실제... 그래서 저는 그 이전부터 말씀을 드려 왔습니다마는 박홍근 원내대표의 전체 일종의 원내 투쟁을 이끌어가는 데...",https://www.ytn.co.kr/_ln/0101_202304261239582426
279,2022.10.30.,"민주연구원 부원장 ""참사, 졸속 청와대 이전 때문"" 글 올렸다 삭제",세계일보언론사 선정,"남영희 당원존 소통관장, “이상민·오세훈 사퇴” 주장 원내대표는 “SNS 글 게시 신중 기하라”고 촉구 남영희 민주연구원 부원장이 30일 ‘이태원 참사’ 원인이 청와대 이전 때문이라는 내용의 글을 소셜미디어에...",http://www.segye.com/content/html/2022/10/30/20221030505037.html?OutUrl=naver
280,2023.01.13.,"野 진상규명단 ""대통령실 졸속 이전에 우리 영공 무참히 뚫려""",아주경제,"그러면서 ""그런데 영빈관과 상춘재 등 청와대 사용 빈도도 늘어간다""며 ""이럴 바엔 지금이라도 빨리 대통령실을 청와대로 재이전하라""고 촉구했다. 같은 날 이수진(비례) 민주당 의원도 ""대통령실은 수도방위사령부...",https://www.ajunews.com/view/20230113132939320
281,10시간 전,[뉴스앤이슈] 한미 오늘 밤 정상회담...외신 인터뷰 논란은 계속,YTN,"■ 진행 : 김영수 앵커 ■ 출연 :장성철 공론센터 소장, 복기왕 전 청와대 정무 비서관 * 아래 텍스트는 실제... 그래서 저는 그 이전부터 말씀을 드려 왔습니다마는 박홍근 원내대표의 전체 일종의 원내 투쟁을 이끌어가는 데...",https://www.ytn.co.kr/_ln/0101_202304261239582426
282,2022.10.30.,"민주연구원 부원장 ""참사, 졸속 청와대 이전 때문"" 글 올렸다 삭제",세계일보언론사 선정,"남영희 당원존 소통관장, “이상민·오세훈 사퇴” 주장 원내대표는 “SNS 글 게시 신중 기하라”고 촉구 남영희 민주연구원 부원장이 30일 ‘이태원 참사’ 원인이 청와대 이전 때문이라는 내용의 글을 소셜미디어에...",http://www.segye.com/content/html/2022/10/30/20221030505037.html?OutUrl=naver
283,2022.11.02.,"'이태원 참사, 청와대 이전 때문' 주장한 野 남영희 ""기레기들, 똑똑히 보라""",매일신문언론사 선정,"'이태원 압사 참사'가 청와대 이전 때문에 발생했다고 주장한 남영희 민주연구원 부원장(전 더불어민주당 선거대책위원회 대변인)이 자신을 향한 여권과 언론의 비판에 ""광기 어린 정치 모리배들과 기레기(기자+쓰레기)...",https://news.imaeil.com/page/view/2022110210385355718
284,2022.10.31.,“이태원 참사는 청와대 이전 때문” 남영희 부원장 글 논란,일요시사,논란 일자 삭제…국민의힘 “논평 가지조차 없는 말” 박 일 기자 = “이태원 참사는 청와대 이전 때문에 일어난 인재다.” 지난 29일 발생했던 서울 용산구 이태원 참사 발생 이유를 윤석열정부의 청와대 이전 때문이라는...,https://www.ilyosisa.co.kr/news/article.html?no=236963
285,2022.10.30.,'청와대 이전 탓' 페북 쓴 남영희 민주연구원 부위원장 논란,미디어오늘언론사 선정,"남 부위원장은 30일 자신의 페이스북을 통해 ""이태원 참사는 청와대 이전 때문에 일어난 인재""라고 썼다. 남 부위원장은 ""할로윈 축제에 10만 인파가 몰릴 것이라 예상한 보도가 있었지만 경찰 등 안전요원 배치는 애초에...",http://www.mediatoday.co.kr/news/articleView.html?idxno=306593
286,2022.10.30.,"野 남영희 ""청와대 이전이 원인"" 글 올렸다 삭제…지도부 ""부적절""",뉴스1,"정재민 강수련 기자 = 남영희 민주연구원 부원장이 30일 이태원 참사 원인을 '청와대 이전으로 인한 인재'라고 주장해 논란이 일자 더불어민주당 지도부는 ""개인 의견이지만 적절하지 못했다""고 공개 지적했다. 남 부원장은...",https://www.news1.kr/articles/4848600
287,2023.04.11.,[종합]대통령실 美 도청 의혹에 “진위파악이 먼저”‧안보논란엔 “청와대보...,더퍼블릭,특히 대통령실은 이번 사태가 대통령 집무실 ‘졸속 이전’ 때문이라는 야당의 비판에 대해서도 “청와대보다 대통령실이 더 안전하다”는 취지로 반박했다. 대통령실 관계자는 “대통령실 청사의 보안 문제라든지 이런...,https://thepublic.kr/news/view/1065572250282654
288,2022.10.30.,"[이태원 참사] ""이태원 사고 청와대 이전 탓"" 민주연부위원장 글 올렸다 삭제",파이낸셜뉴스언론사 선정,남영희 민주연구원 부원장이 ‘이태원 참사’ 원인이 윤석열 정부의 청와대 이전 때문이라며 윤석열 대통령의 퇴진을 요구하는 글을 올렸다가 1시간여만에 결국 삭제했다. 더불어민주당 지도부가 당원들에게 총력 지원과...,http://www.fnnews.com/news/202210301142384367
289,17시간 전,농민 갈라치기로 끝난 양곡법 개정안 논란,시사IN언론사 선정,“특정 일부 지역에서 상당한 압박과 좋지 않은 이야기들을 제가 많이 듣고 있습니다.” 올해 1월4일 청와대... 농민을 이처럼 무시했던 정부가 이전에 또 있었던가. 농심(農心)이 표심(票心)이라던 말은 옛말이 되어가고...,https://www.sisain.co.kr/news/articleView.html?idxno=50147
290,2022.10.30.,"野 남영희 ""청와대 이전이 원인"" 글 올렸다 삭제…지도부 ""부적절""",뉴스1,"정재민 강수련 기자 = 남영희 민주연구원 부원장이 30일 이태원 참사 원인을 '청와대 이전으로 인한 인재'라고 주장해 논란이 일자 더불어민주당 지도부는 ""개인 의견이지만 적절하지 못했다""고 공개 지적했다. 남 부원장은...",https://www.news1.kr/articles/4848600
291,2023.04.11.,[종합]대통령실 美 도청 의혹에 “진위파악이 먼저”‧안보논란엔 “청와대보...,더퍼블릭,특히 대통령실은 이번 사태가 대통령 집무실 ‘졸속 이전’ 때문이라는 야당의 비판에 대해서도 “청와대보다 대통령실이 더 안전하다”는 취지로 반박했다. 대통령실 관계자는 “대통령실 청사의 보안 문제라든지 이런...,https://thepublic.kr/news/view/1065572250282654
292,2022.10.30.,"[이태원 참사] ""이태원 사고 청와대 이전 탓"" 민주연부위원장 글 올렸다 삭제",파이낸셜뉴스언론사 선정,남영희 민주연구원 부원장이 ‘이태원 참사’ 원인이 윤석열 정부의 청와대 이전 때문이라며 윤석열 대통령의 퇴진을 요구하는 글을 올렸다가 1시간여만에 결국 삭제했다. 더불어민주당 지도부가 당원들에게 총력 지원과...,http://www.fnnews.com/news/202210301142384367
293,17시간 전,농민 갈라치기로 끝난 양곡법 개정안 논란,시사IN언론사 선정,“특정 일부 지역에서 상당한 압박과 좋지 않은 이야기들을 제가 많이 듣고 있습니다.” 올해 1월4일 청와대... 농민을 이처럼 무시했던 정부가 이전에 또 있었던가. 농심(農心)이 표심(票心)이라던 말은 옛말이 되어가고...,https://www.sisain.co.kr/news/articleView.html?idxno=50147
294,2022.12.06.,"[일요서울TV] 오영환 ""청와대 영빈관 활용? 용산 이전은 왜 했나?""",일요서울,오영환 더불어민주당 원내대변인이 6일 국회 소통관에서 기자회견을 열고 윤석열 대통령의 청와대 영빈관 활용과 관련해 발언하고 있다. 2022.12.06 일요서울TV,http://www.ilyoseoul.co.kr/news/articleView.html?idxno=469426
295,2023.01.03.,[단독] 관람로 바로 옆에서 고려시대 기와조각 나왔다…청와대 첫 연구조사 보...,JTBC언론사 선정,"전재수 더불어민주당 의원(국회 문화체육관광위원회)은 ""역사적 공간을 이전할 때는 충분한 조사와 연구가 있어야 하는데 성급하고, 무리하게 이전되다 보니 청와대의 역사성·정체성이 훼손될 처지에 놓여 있다""고...",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12109607
296,2022.11.04.,청와대 용산 이전의 나비효과: 이태원 참사에서 기시감을 느끼다,딴지일보,- 2015년 5월 20일~6월 메르스 대유행 참사 코로나19 이전에 2015년 6월 메르스(중동호흡기증후군) 대유행 참사가... 지진이 발생해도 박근혜와 청와대 사람들은 대책 회의조차 없었다. 지진이 발생하고 15분이 지나서야...,http://www.ddanzi.com/755217225
297,2023.01.13.,"'북 무인기, 용산 이전 탓' 주장에 국방부 ""비행제한구역 더 넓혀""",오마이뉴스,"집무실을 청와대에서 국방부로 이전했고, (여기에) 새로 들어설 대통령실에 대한 안보 공백이나 대공방어에 대한 고려는 없었다""고 비판했다(관련 기사 : ""'무지성' 대통령실 이전 탓에 서울 영공 뚫렸다""). 진상규명단은...",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002895112&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
298,2023.01.12.,대통령실 이전·재개발 지연… 명성 잃은 ‘정치 1번지’ <43> 서울시 종로구,스카이데일리,"통인시장과 서촌은 청와대 인근에 있어 발전된 장소로 대통령실이 청와대에서 용산으로 이전한 이후 유동 인구를 확보할 방안을 찾지 못했다. 둘째, 적절성은 공약이 종로구의 다양한 여건에 적합한지 평가하는...",http://www.skyedaily.com/news/news_view.html?ID=179298
299,2022.10.30.,민주당 남영희 “청와대 이전 때문에 일어난 인재”···당 지도부 “부적절...,경향신문언론사 선정,남 부원장은 이날 SNS에 “이태원 참사의 원인은 청와대 이전 때문에 일어난 인재”라고 주장했다. 그는 “핼러윈 축제에 10만 인파가 몰릴 것이라 예상한 보도가 있었지만 경찰 등 안전요원 배치는 애초에 불가능한...,https://www.khan.co.kr/politics/politics-general/article/202210301454001
300,2022.12.06.,"[일요서울TV] 오영환 ""청와대 영빈관 활용? 용산 이전은 왜 했나?""",일요서울,오영환 더불어민주당 원내대변인이 6일 국회 소통관에서 기자회견을 열고 윤석열 대통령의 청와대 영빈관 활용과 관련해 발언하고 있다. 2022.12.06 일요서울TV,http://www.ilyoseoul.co.kr/news/articleView.html?idxno=469426
301,2023.01.03.,[단독] 관람로 바로 옆에서 고려시대 기와조각 나왔다…청와대 첫 연구조사 보...,JTBC언론사 선정,"전재수 더불어민주당 의원(국회 문화체육관광위원회)은 ""역사적 공간을 이전할 때는 충분한 조사와 연구가 있어야 하는데 성급하고, 무리하게 이전되다 보니 청와대의 역사성·정체성이 훼손될 처지에 놓여 있다""고...",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12109607
302,2022.11.04.,청와대 용산 이전의 나비효과: 이태원 참사에서 기시감을 느끼다,딴지일보,- 2015년 5월 20일~6월 메르스 대유행 참사 코로나19 이전에 2015년 6월 메르스(중동호흡기증후군) 대유행 참사가... 지진이 발생해도 박근혜와 청와대 사람들은 대책 회의조차 없었다. 지진이 발생하고 15분이 지나서야...,http://www.ddanzi.com/755217225
303,2023.01.13.,"'북 무인기, 용산 이전 탓' 주장에 국방부 ""비행제한구역 더 넓혀""",오마이뉴스,"집무실을 청와대에서 국방부로 이전했고, (여기에) 새로 들어설 대통령실에 대한 안보 공백이나 대공방어에 대한 고려는 없었다""고 비판했다(관련 기사 : ""'무지성' 대통령실 이전 탓에 서울 영공 뚫렸다""). 진상규명단은...",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002895112&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
304,2023.01.12.,대통령실 이전·재개발 지연… 명성 잃은 ‘정치 1번지’ <43> 서울시 종로구,스카이데일리,"통인시장과 서촌은 청와대 인근에 있어 발전된 장소로 대통령실이 청와대에서 용산으로 이전한 이후 유동 인구를 확보할 방안을 찾지 못했다. 둘째, 적절성은 공약이 종로구의 다양한 여건에 적합한지 평가하는...",http://www.skyedaily.com/news/news_view.html?ID=179298
305,2022.10.30.,"[이태원 참사] 민주 남영희 ""청와대 이전이 원인""…논란 일자 글 내려(종합)",연합뉴스언론사 선정,"""당 '애도가 우선' 기조 맞춰 글 내려""…당 비공개 최고위서 '부적절' 의견 모아 더불어민주당 남영희 민주연구원 부원장은 30일 '이태원 핼러윈 압사 참사'와 관련, ""청와대 이전 때문에 일어난 인재""라고 주장했다. 남...",https://www.yna.co.kr/view/AKR20221030030251001?input=1195m
306,2022.10.30.,민주당 남영희 “청와대 이전 때문에 일어난 인재”···당 지도부 “부적절...,경향신문언론사 선정,남 부원장은 이날 SNS에 “이태원 참사의 원인은 청와대 이전 때문에 일어난 인재”라고 주장했다. 그는 “핼러윈 축제에 10만 인파가 몰릴 것이라 예상한 보도가 있었지만 경찰 등 안전요원 배치는 애초에 불가능한...,https://www.khan.co.kr/politics/politics-general/article/202210301454001
307,2022.10.30.,[뉴스드립] 남영희 “이태원 참사 청와대 이전 때문”… “정치공세 토 나와”,스카이데일리,스카이데일리 이건혁기자 = 남영희 민주연구원 부원장이‘이태원 참사’가 청와대 이전 때문이라며 윤석열 대통령은 물러나라고 요구했다. 남 부원장은 논란이 일자 해당 게시물을 삭제한 상태다. 남 부원장이 30일...,http://www.skyedaily.com/news/news_view.html?ID=171902
308,2023.01.05.,"민주당 ""尹, 한 달 동안 靑 14번 사용…대통령실 졸속 이전""",TV조선언론사 선정,"이어 “윤석열 대통령은 최근 한 달간 영빈관 12번, 상춘재 2번 등 청와대를 모두 14번이나 사용했다”며 “집무실을 용산으로 이전하고 청와대를 전면 개방해 국민에게 돌려주겠다더니, 한 달의 절반 가까이를 대통령이...",http://news.tvchosun.com/site/data/html_dir/2023/01/05/2023010590164.html
309,2022.10.28.,"권칠승 ""청와대 졸속 이전 안했으면 이렇게까지 논란 없었다...김의겸 면책 특...",BBS NEWS,"좀 더 지켜봐야 하겠지만 이런 논란의 시작이 청와대를 졸속으로 이전하는 바람에 생긴 겁니다. 그렇잖아요. 정부 부처 대통령 업무보고가 세 차례나 이렇게 갑작스럽게 연기됐는데도 명확한 해명이 없었고, 저녁이 되면...",https://news.bbsi.co.kr/news/articleView.html?idxno=3086236
310,2022.10.28.,"권칠승 ""청와대 졸속 이전 안했으면 이렇게까지 논란 없었다...김의겸 면책 특...",BBS NEWS,"좀 더 지켜봐야 하겠지만 이런 논란의 시작이 청와대를 졸속으로 이전하는 바람에 생긴 겁니다. 그렇잖아요. 정부 부처 대통령 업무보고가 세 차례나 이렇게 갑작스럽게 연기됐는데도 명확한 해명이 없었고, 저녁이 되면...",https://news.bbsi.co.kr/news/articleView.html?idxno=3086236
311,2023.01.04.,청와대 권역서 고려·조선 유물 대량 발견(종합),아시아경제언론사 선정,"경복궁 후원을 중심으로 고려 시대부터 청와대 개방 이전까지의 시대적 변천을 다뤘다. 분야별 현황을 정리해 문화·자연 유산적 가치도 평가했다. 궁능유적본부는 ""담장 주변과 지형 변화가 적은 청와대 동쪽 지역 등에...",https://view.asiae.co.kr/article/2023010400271698505
312,2023.01.04.,청와대 일대서 기와 조각 등 고려․조선시대 추정 유물 확인,천지일보,이번 ‘경복궁 후원 기초조사 연구’는 조선시대 경복궁 중건 당시 조성된 후원을 중심으로 고려시대부터 청와대 개방 이전까지 시대적 변천과 역사적 가치를 평가하기 위한 첫 학술조사 연구이기도 하다. 이번...,http://www.newscj.com/article/20230104580008
313,2023.01.03.,청와대 권역서 고려시대 추정 유물 나와…글자 새겨진 담장 돌도(종합),연합뉴스언론사 선정,"경복궁 중건 당시 조성된 후원을 중심으로 고려 시대부터 청와대 개방 이전까지의 시대적 변천을 다뤘으며 분야별 현황을 정리하고 문화·자연 유산적 가치를 평가했다. 특히 일대를 지표 조사한 결과, 총 8곳에서 고려와...",https://www.yna.co.kr/view/AKR20230103145151005?input=1195m
314,2023.01.15.,공공기관 이전 등 균형발전 정책 추진하라,전북도민일보,공공기관 2차 이전은 문재인 정부 시절 국가균형발전위원회가 2차 이전 로드맵을 작성해 청와대에 보고했으나 실행이 안 되었다. 윤석열 정부 들어서는 국가균형발전위원회가 지난해 11월 공공기관 지방이전을 2023년 말...,http://www.domin.co.kr/news/articleView.html?idxno=1410774
315,2022.10.30.,"민주硏부원장 ""참사는 청와대 이전 탓""…野도 ""부적절""",TV조선언론사 선정,"그런데 이번 비극적인 참사를 두고 민주당의 싱크탱크인 민주연구원의 남영희 부원장이 ""청와대 이전 탓에 일어나 인재""라고 글을 올려 논란이 됐습니다. 용산으로 옮긴 대통령실에, 경찰 병력이 집중되면서 이태원에...",http://news.tvchosun.com/site/data/html_dir/2022/10/30/2022103090209.html
316,2022.10.30.,"남영희 민주연구원 부원장 ""이태원 참사는 청와대 이전 탓, 결국 글 삭제""",파이낸스투데이,"남영희 민주연구원 부원장은 30일 오전 8시쯤 자신의 페이스북에 ""이태원 참사의 원인은 청와대 이전 때문에 일어난 인재""라고 주장했다. 그러면서 남 부원장은 ""핼로윈 축제에 10만 인파가 몰릴 것이라 예상한 보도가...",http://www.fntoday.co.kr/news/articleView.html?idxno=282078
317,2022.10.30.,"민주당 인사 ""참사, 졸속 청와대 이전 때문"" 글 올렸다 삭제",한국일보,"더불어민주당 인사가 ""이태원 참사는 청와대 이전 때문에 일어난 인재""라는 글을 온라인에 올렸다가 논란이 일자 삭제하는 일이 벌어졌다. 민주당 싱크탱크인 민주연구원의 남영희 부원장은 30일 사회관계망서비스(SNS)...",https://hankookilbo.com/News/Read/A2022103012100002824?did=NA
318,2022.10.30.,"남영희 ""이태원 참사, 청와대 이전 때문""…국민의힘 ""논평 가치 없어""",뉴스토마토,"(사진=남 부원장 페이스북 갈무리) 남영희 민주연구원 부원장(전 민주당 선대위 대변인)은 30일 대규모 인명피해가 발생한 이태원 핼러윈 압사 사고 관련해 ""참사 원인은 청와대 이전 때문에 일어난 인재""라며 ""축제를...",http://www.newstomato.com/ReadNews.aspx?no=1156457&inflow=N
319,2022.10.30.,"이 시점에 ""이태원 참사 청와대 이전 때문""…""사람도리 버리지 말자""",노컷뉴스언론사 선정,"더불어민주당 싱크탱크인 민주연구원 남영희 부원장이 30일 이태원 사고와 관련해 ""원인은 청와대 이전 때문에 일어난 인재""라고 주장하면서 논란이 일었다. 여야 공히 세월호 이후 최대 규모의 참사가 이런 식의...",https://www.nocutnews.co.kr/news/5840944
320,2023.01.03.,청와대 권역서 고려시대 추정 유물 나와…글자 새겨진 담장 돌도(종합),연합뉴스언론사 선정,"경복궁 중건 당시 조성된 후원을 중심으로 고려 시대부터 청와대 개방 이전까지의 시대적 변천을 다뤘으며 분야별 현황을 정리하고 문화·자연 유산적 가치를 평가했다. 특히 일대를 지표 조사한 결과, 총 8곳에서 고려와...",https://www.yna.co.kr/view/AKR20230103145151005?input=1195m
321,2023.01.15.,공공기관 이전 등 균형발전 정책 추진하라,전북도민일보,공공기관 2차 이전은 문재인 정부 시절 국가균형발전위원회가 2차 이전 로드맵을 작성해 청와대에 보고했으나 실행이 안 되었다. 윤석열 정부 들어서는 국가균형발전위원회가 지난해 11월 공공기관 지방이전을 2023년 말...,http://www.domin.co.kr/news/articleView.html?idxno=1410774
322,2022.10.30.,"민주硏부원장 ""참사는 청와대 이전 탓""…野도 ""부적절""",TV조선언론사 선정,"그런데 이번 비극적인 참사를 두고 민주당의 싱크탱크인 민주연구원의 남영희 부원장이 ""청와대 이전 탓에 일어나 인재""라고 글을 올려 논란이 됐습니다. 용산으로 옮긴 대통령실에, 경찰 병력이 집중되면서 이태원에...",http://news.tvchosun.com/site/data/html_dir/2022/10/30/2022103090209.html
323,2022.10.30.,"남영희 민주연구원 부원장 ""이태원 참사는 청와대 이전 탓, 결국 글 삭제""",파이낸스투데이,"남영희 민주연구원 부원장은 30일 오전 8시쯤 자신의 페이스북에 ""이태원 참사의 원인은 청와대 이전 때문에 일어난 인재""라고 주장했다. 그러면서 남 부원장은 ""핼로윈 축제에 10만 인파가 몰릴 것이라 예상한 보도가...",http://www.fntoday.co.kr/news/articleView.html?idxno=282078
324,2022.10.30.,"민주당 인사 ""참사, 졸속 청와대 이전 때문"" 글 올렸다 삭제",한국일보,"더불어민주당 인사가 ""이태원 참사는 청와대 이전 때문에 일어난 인재""라는 글을 온라인에 올렸다가 논란이 일자 삭제하는 일이 벌어졌다. 민주당 싱크탱크인 민주연구원의 남영희 부원장은 30일 사회관계망서비스(SNS)...",https://hankookilbo.com/News/Read/A2022103012100002824?did=NA
325,2022.10.30.,"남영희 ""이태원 참사, 청와대 이전 때문""…국민의힘 ""논평 가치 없어""",뉴스토마토,"(사진=남 부원장 페이스북 갈무리) 남영희 민주연구원 부원장(전 민주당 선대위 대변인)은 30일 대규모 인명피해가 발생한 이태원 핼러윈 압사 사고 관련해 ""참사 원인은 청와대 이전 때문에 일어난 인재""라며 ""축제를...",http://www.newstomato.com/ReadNews.aspx?no=1156457&inflow=N
326,2022.10.30.,"이 시점에 ""이태원 참사 청와대 이전 때문""…""사람도리 버리지 말자""",노컷뉴스언론사 선정,"더불어민주당 싱크탱크인 민주연구원 남영희 부원장이 30일 이태원 사고와 관련해 ""원인은 청와대 이전 때문에 일어난 인재""라고 주장하면서 논란이 일었다. 여야 공히 세월호 이후 최대 규모의 참사가 이런 식의...",https://www.nocutnews.co.kr/news/5840944
327,2022.10.30.,"""청와대 이전 때문"" 이태원 참사에 정치 공세…민주연구원 부원장 SNS 물의",데일리안언론사 선정,"남 부원장은 페이스북에 ""이태원 참사는 청와대 이전 때문에 일어난 인재”라며 “핼러윈 축제에10만 인파가 몰릴 것이라 예상한 보도가 있었지만 경찰 등 안전요원 배치는 애초에 불가능한 상황이었다""고 주장했다. 이어...",https://www.dailian.co.kr/news/view/1167744/?sc=Naver
328,2023.04.11.,"대통령실 ""유출문건 상당수 위조...野, 외교 자해""",YTN언론사 선정,"용산 집무실은 '철통 보안'을 유지하고 있다며 민주당이 청와대 이전과 관련한 허위 선동으로 외교 자해행위를 한다고 비판했습니다. 대통령실로 가보겠습니다, 조은지 기자! [기자] 네, 용산 대통령실입니다. 대통령실...",https://www.ytn.co.kr/_ln/0101_202304111214146152
329,2023.04.11.,"박홍근 ""용산, 멀쩡한 곳 하나 없어…美 도청 의혹 진상 규명해야""",뉴시스언론사 선정,"그는 ""용산 이전으로 도·감청에 취약해진 것 아니냐는 지적에 대통령실은 '용산청사는 도·감청이 더 어렵고 청와대보다 안전하다, 이전 당시부터 완벽하게 준비했다'고 주장했다""고 말했다. 박 원내대표는 ""그런데 왜 북한...",http://www.newsis.com/view/?id=NISX20230411_0002261659&cID=10301&pID=10300
330,2022.10.30.,"남영희, “핼러윈 압사 참사는 청와대 이전 때문”…민주당 “개인적 의견”",대구일보,더불어민주당 남영희 민주연구원 부원장은 30일 이태원에서 발생한 핼러윈 압사 참사에 “청와대 이전 때문에 일어난 인재”라고 주장했다. 남 부원장은 이날 페이스북에 “백번 양보해도 이 모든 원인은 용산 국방부...,http://www.idaegu.com/newsView/idg202210300024
331,2022.10.30.,"남영희 ""이태원 참사, 청와대 이전 때문""…국민의힘 ""논평 가치 없어""",뉴스토마토,"(사진=남 부원장 페이스북 갈무리) 남영희 민주연구원 부원장(전 민주당 선대위 대변인)은 30일 대규모 인명피해가 발생한 이태원 핼러윈 압사 사고 관련해 ""참사 원인은 청와대 이전 때문에 일어난 인재""라며 ""축제를...",http://www.newstomato.com/ReadNews.aspx?no=1156457&inflow=N
332,2022.10.30.,"이 시점에 ""이태원 참사 청와대 이전 때문""…""사람도리 버리지 말자""",노컷뉴스언론사 선정,"더불어민주당 싱크탱크인 민주연구원 남영희 부원장이 30일 이태원 사고와 관련해 ""원인은 청와대 이전 때문에 일어난 인재""라고 주장하면서 논란이 일었다. 여야 공히 세월호 이후 최대 규모의 참사가 이런 식의...",https://www.nocutnews.co.kr/news/5840944
333,2022.10.30.,"""이태원 참사, 청와대 이전 탓""…민주연구원 부원장, 결국 글 삭제",MBN언론사 선정,"남영희 민주연구원 부원장은 오늘(30일) 오전 8시쯤 자신의 페이스북에 ""이태원 참사의 원인은 청와대 이전 때문에 일어난 인재""라고 주장했습니다. 남 부원장은 ""핼로윈 축제에 10만 인파가 몰릴 것이라 예상한 보도가...",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00006&news_seq_no=4873562
334,2022.10.30.,"""청와대 이전 때문"" 이태원 참사에 정치 공세…민주연구원 부원장 SNS 물의",데일리안언론사 선정,"남 부원장은 페이스북에 ""이태원 참사는 청와대 이전 때문에 일어난 인재”라며 “핼러윈 축제에10만 인파가 몰릴 것이라 예상한 보도가 있었지만 경찰 등 안전요원 배치는 애초에 불가능한 상황이었다""고 주장했다. 이어...",https://www.dailian.co.kr/news/view/1167744/?sc=Naver
335,2023.04.11.,"대통령실 ""유출문건 상당수 위조...野, 외교 자해""",YTN언론사 선정,"용산 집무실은 '철통 보안'을 유지하고 있다며 민주당이 청와대 이전과 관련한 허위 선동으로 외교 자해행위를 한다고 비판했습니다. 대통령실로 가보겠습니다, 조은지 기자! [기자] 네, 용산 대통령실입니다. 대통령실...",https://www.ytn.co.kr/_ln/0101_202304111214146152
336,2023.04.11.,"박홍근 ""용산, 멀쩡한 곳 하나 없어…美 도청 의혹 진상 규명해야""",뉴시스언론사 선정,"그는 ""용산 이전으로 도·감청에 취약해진 것 아니냐는 지적에 대통령실은 '용산청사는 도·감청이 더 어렵고 청와대보다 안전하다, 이전 당시부터 완벽하게 준비했다'고 주장했다""고 말했다. 박 원내대표는 ""그런데 왜 북한...",http://www.newsis.com/view/?id=NISX20230411_0002261659&cID=10301&pID=10300
