,date,title,press,contents,link
476,2022.11.08.,"서울사이버대, 서강대와 2022 공동국제학술대회",대학저널,서울사이버대학교 미래사회전략연구소가 18일 교내 B동에서 서강대 생명문화연구소와 ‘엔데믹 시대의 중독 및 회복에 관한 지역사회의 역할’을 주제로 공동국제학술대회를 개최한다. 이번 국제학술대회는 한국 외...,https://dhnews.co.kr/news/view/1065576417156323
477,2022.11.08.,상전유통학술상에 임채운 서강대 명예교수 등 6명,서울경제,롯데 유통군과 한국유통학회가 제4회 상전유통학술상에 임채운 서강대 명예교수 등 6명을 선정했다고 8일 밝혔다. 상전유통학술상은 유통산업 발전을 견인할 유통학 연구자를 발굴·양성하기 위해 2019년 제정한 상으로...,https://www.sedaily.com/NewsView/26DJOIQ807
478,2022.11.07.,신촌역·서강대역 역세권…편리미엄 확보 '빌리브 디 에이블',건설타임즈,"풍부한 생활인프라를 갖춘 신촌 일대에 조성돼 지하철 2호선 신촌역과 경의중앙선 서강대역을 도보로 이용할 수 있으며, 현대백화점, 이마트, CGV, 경의선 숲길, 신촌세브란스 등 각종 편의시설도 도보권에 위치한다....",http://www.constimes.co.kr/news/articleView.html?idxno=235427
479,2022.11.07.,[부고] 나은영(서강대 지식융합미디어대학 교수)씨 부친상,베리타스알파,"▲나금만(전 치안감)씨 별세, 나은영(서강대 지식융합미디어대학 교수) 은주(프랑스 사회과학고등연구원 연구원) 상훈(대전지법 부장판사) 은경(국민대 언론정보학부 교수)씨 부친상, 이태종(수원고법 부장판사) 기욤...",http://www.veritas-a.com/news/articleView.html?idxno=435114
480,2022.11.08.,롯데 상전유통학술상 대상에 임채운 서강대 명예교수,문화일보,롯데 유통군과 한국유통학회는 지난 3일 서울 송파구 롯데호텔 월드점에서 임채운 서강대 명예교수 등 6명에게 ‘상전유통학술상’을 수여했다고 8일 밝혔다. 고(故) 신격호 롯데그룹 명예회장의 호인 ‘상전’(象殿)을...,http://www.munhwa.com/news/view.html?no=2022110801039907205001
481,2022.11.07.,신촌역·서강대역 역세권…편리미엄 확보 '빌리브 디 에이블',건설타임즈,"풍부한 생활인프라를 갖춘 신촌 일대에 조성돼 지하철 2호선 신촌역과 경의중앙선 서강대역을 도보로 이용할 수 있으며, 현대백화점, 이마트, CGV, 경의선 숲길, 신촌세브란스 등 각종 편의시설도 도보권에 위치한다....",http://www.constimes.co.kr/news/articleView.html?idxno=235427
482,2022.11.07.,[부고] 나은영(서강대 지식융합미디어대학 교수)씨 부친상,베리타스알파,"▲나금만(전 치안감)씨 별세, 나은영(서강대 지식융합미디어대학 교수) 은주(프랑스 사회과학고등연구원 연구원) 상훈(대전지법 부장판사) 은경(국민대 언론정보학부 교수)씨 부친상, 이태종(수원고법 부장판사) 기욤...",http://www.veritas-a.com/news/articleView.html?idxno=435114
483,2023.03.22.,"서강대, 에모리대학-조지아 공대와 '바이오 의공학분야' 연구 협력",뉴스1,"서강대학교는 이 대학 산학협력단이 미국 에모리대학, 조지아 공과대학과 바이오 의공학분야 공동연구 및 교육을 위한 양해각서를 체결했다고 22일 밝혔다. 서강대에 따르면 바이오 의공학과는 에모리 사립 의과대학과...",https://www.news1.kr/articles/4989796
484,2022.09.22.,"서강대, 2022년 보건복지부 R&D 과제 '국민 정신건강 트렌드 모니터링·관리 ...",베리타스알파,"서강대는 신문방송학과 유현재 교수와 컴퓨터공학과 양지훈 교수, 박성용 교수 등으로 구성된... 해당 연구는 고려대 의과대학 정신건강의학과 한창수 교수 연구팀과 산업체 AixCON를 비롯해 NAVER 등 기업체와 업무협약...",http://www.veritas-a.com/news/articleView.html?idxno=429846
485,4일 전,"과학·정보통신의 날, 금종해·고정환 과학기술훈장 창조장 수상",조선비즈,"김현정 서강대학교 교수, 고성능·고기능성·지능형 및 생체적합성 의료용 소재를 개발해 의료산업 발전에 기여한 한동근 차의과학대학교 교수 등이 수여받았다. 대통령 표창 수상자는 나노분말의 구조·특성·기능 등을...",https://biz.chosun.com/it-science/ict/2023/04/21/LT7P2IASBVE4JOK35YR6ONETQY/?utm_source=naver&utm_medium=original&utm_campaign=biz
486,1일 전,"""가자, 사우디로"" 해건협, 사우디 건설 진출' 특별 강좌 개최...내달 18일 재...",뉴스핌,사우디 빅 프로젝트 동향과 건설 진출' 특별 강좌 모습 [사진=해외건설협회] 이번 강좌에서는 ▲중동 정세와 사우디 왕정 동향(서강대 박현도 교수) ▲NEOM CITY 등 빅 프로젝트 추진동향(한미글로벌 김재현 이사) ▲사우디...,http://www.newspim.com/news/view/20230424000395
487,2022.09.21.,서강대 신학연구소 '가상과 실재' 학술대회 개최,베리타스알파,"서강대는 신학연구소가 이달 22일부터 이틀간 '가상과 실재, 4차 산업 시대의 인문학적 성찰'을 주제로... 이번 학술대회는 9월 22일부터 23일까지 서강대 가브리엘관 109호에서 진행되며, 줌으로 실시간 생중계될 예정이다....",http://www.veritas-a.com/news/articleView.html?idxno=429728
488,2022.12.07.,2022 미동부지역 서강대학교 송년모임,미주중앙일보,서강대학교 뉴욕동문회(회장 조광용·이사장 이규성)·필라델피아동문회(회장 김윤성)가 지난 4일 뉴저지주 포트리 더블트리 힐튼 호텔에서 ‘2022 미동부지역 서강대학교 송년모임’ 행사를 개최했다. 이날 행사에는...,https://news.koreadaily.com/2022/12/06/society/generalsociety/20221206211001138.html
489,6일 전,"""승자 없는 대형마트 규제…빗장 풀고 상생해법 찾아야""",아시아경제언론사 선정,주제발표에 나선 김주영 서강대 교수(한국유통학회)는 “유통규제 시행 후 주요 학회지에 등재된 논문 32편을 종합 분석해보니 규제 도입 초기에는 일부 긍정적 영향도 있었지만 시간이 지날수록 온라인시장과...,https://view.asiae.co.kr/article/2023041908220948518
490,2022.09.08.,"서울대‧서강대 지방 분교, 초교 5세 입학 공론화 필요하다",스카이데일리,"특목고의 지방 이전을 추진하겠다”며 “20대 대기업의 본사나 공장, 서울대·연세대·고려대·서강대 등 주목을 끌 만한 주요 대학, 특목고를 함께 내려 보내야 효과가 있다고 생각한다”고 밝혔다. 수도권 집중을...",http://www.skyedaily.com/news/news_view.html?ID=166943
491,2023.03.14.,"현대건설, ‘메타버스’ 산업 발전 위해 서강대와 협력",인더뉴스,"14일 현대건설에 따르면, 최근 서강대 메타버스전문대학원과 고도화된 메타버스 플랫폼 구축과 서비스 개발을 목표로 기술 확보 및 인력 양성을 위한 업무협약을 체결했습니다. 현대건설과 서강대 메타버스전문대학원은...",https://www.inthenews.co.kr/news/article.html?no=52425
492,2023.03.14.,"현대건설-서강대, 건설업 메타버스 고도화 위한 MOU 체결",베이비타임즈,현대건설과 서강대 메타버스전문대학원은 지난 7일 고도화된 메타버스 플랫폼 구축과 서비스 개발을 목표로 기술 확보 및 인력 양성을 위한 업무협약(MOU)을 체결했다. 서강대학교 메타버스전문대학원은 국내 최초로...,http://www.babytimes.co.kr/news/articleView.html?idxno=62687
493,2023.03.14.,"현대건설, 서강대 메타버스전문대학원에 NFT 판매 수익금 전액 기부",폴리뉴스,국내 최초로 과학기술정보통신부의 '메타버스 융합대학원 지원사업'에 선정된 서강대 메타버스전문대학원은 인문·기술적 이해를 바탕으로 메타버스 서비스 기획·개발·사업화 전 영역에서 글로벌 핵심 인재 양성을...,https://www.polinews.co.kr/news/articleView.html?idxno=604932
494,2022.11.03.,"예비군 0점 처리한 서강대 교수, 학생들에게 입장문 보냈다...""법 있는 줄 몰...",인사이트,= 서강대의 한 교수가 예비군 훈련 참석으로 퀴즈 시험에 응시하지 못한 학생들에게 0점을 부여해 논란이 일고 있다.해당 사실은 지난 2일 대학생 온라인 커뮤니티 에브리타임에 글이 올라오며 수면 위로 떠올랐다. 학교...,https://www.insight.co.kr/news/417456
495,2022.09.06.,서강대 출신들 왜 이렇게 갑자기 잘 나가?[스타와치],뉴스엔,"남지현은 2015년 tvN 예능프로 ‘택시’에 출연해 “중고교 시절 수학여행을 빠지지 않았고 대학교 때도 MT를... 감독이 서강대 철학과 출신이며, ‘외계+인’을 찍은 최동훈 감독도 같은 대학 국문과를 나왔다. 박은빈의...",https://www.newsen.com/news_view.php?uid=202209061339261610
496,2022.10.06.,"동아대-서강대, ‘산학협력 체계 구축 및 LINC3.0 사업 공유·협업’ MOU",CNB뉴스,"(사진=동아대 제공) 동아대학교는 서강대와 ‘산학협력 체계 구축 및 LINC 3.0 사업 공유·협업’을 위한 업무 협약을 맺었다고 6일 밝혔다. 이번 협약은 두 대학 산학협력단 간 상호 협력체계를 구축, 신산업 분야...",https://www.cnbnews.com/news/article.html?no=567679
497,2022.10.06.,서강대 이경옥무용단 '밤의 여왕' 공연 11일부터 사흘간,베리타스알파,서강대는 메리홀에서 오는 11일부터 13일까지 사흘간 이경옥 무용단의 '밤의 여왕' 공연이 개최된다고 6일... 이번 공연을 선보이는 메리홀은 대학 극장 중에서 유일하게 상주예술단체를 보유한 극장이다. 2009년부터...,http://www.veritas-a.com/news/articleView.html?idxno=431561
498,2022.11.02.,"서강대, XR콘텐츠 체험 및 제작 가능한 'XR 스튜디오' 개소",전자신문,서강대 아트&amp;테크놀로지학과(이하 A&amp;T) 가상증강현실 전문인력사업단이 확장현실(XR) 콘텐츠 제작과 체험을 위한 'XR 스튜디오'를 구축했다. XR 스튜디오는 기존 시설의 하비에르관(X관) 521호 뉴미디어 라이브러리 공간을...,https://www.etnews.com/20221102000169
499,2022.09.05.,"[2023 수시특집] 서강대, 시스템반도체공학과 SK장학금·입사 혜택",아주경제,"SK하이닉스 장학생이 4학년 1학기 때 SK하이닉스 기술면접을 통과하면 서강대 전자공학과 대학원 석사 연계 진학이 가능하며, 등록금 전액과 생활비를 준다. 김동택 서강대 입학처장 [사진=서강대] 지난해 신설한...",https://www.ajunews.com/view/20220904100837774
500,2022.11.02.,"서강대, XR콘텐츠 체험 및 제작 가능한 'XR Studio' 개소",뉴시스,"허서우 인턴 기자 = 서강대는 아트&amp;테크놀로지학과(이하A&amp;T) 가상증강현실 전문인력사업단이 확장현실(eXtended Reality, 이하 XR) 콘텐츠 제작과 체험을 위한 'XR Studio'를 구축했다고 2일 밝혔다. 'XR Studio'는 전통적인...",http://www.newsis.com/view/?id=NISX20221102_0002070498&cID=10201&pID=10200
501,2022.09.05.,"[2023 수시특집] 서강대, 시스템반도체공학과 SK장학금·입사 혜택",아주경제,"SK하이닉스 장학생이 4학년 1학기 때 SK하이닉스 기술면접을 통과하면 서강대 전자공학과 대학원 석사 연계 진학이 가능하며, 등록금 전액과 생활비를 준다. 김동택 서강대 입학처장 [사진=서강대] 지난해 신설한...",https://www.ajunews.com/view/20220904100837774
502,3일 전,편의점 담배광고 금지가 '대세'…111개국 소매점 담배광고 없어,연합뉴스,"국내에서는 편의점 내 담배광고물 중 진열된 담배와 가향·만화캐릭터 담배광고물에 청소년의 시선이 집중돼 잠재적 흡연의도와 기대감을 높이며(서강대 2017년), 청소년이 편의점 담배 광고에 노출될수록 흡연 욕구와...",https://www.yna.co.kr/view/AKR20230421004400530?input=1195m
503,1일 전,진영논리·포퓰리즘 넘어… 더 넓고 더 깊게,조선일보,저서 ‘우리안의 파시즘’ ‘희생자의식 민족주의’를 통해 좌우 모두의 위선을 비판해 온 서강대 임지현 교수는 진영논리와 포퓰리즘을 넘어 쓴소리를 던집니다. 40대 정치 칼럼니스트인 윤태곤 ‘더모아’...,https://www.chosun.com/special/announcement/2023/04/25/OUPXEO5GKRH3ZPBUAASL2732CA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
504,6일 전,"권혁빈 배우자, 10조원대 '스마일게이트' 지분 절반 요구",데일리안언론사 선정,권 이사장은 서강대 재학 시절 이 씨와 동문으로 만나 지난 2001년 혼인했다. 그는 2002년 스마일게이트를 창업했고 지주회사인 스마일게이트홀딩스 대표이사·이사장을 거쳐 2017년에는 공익사업 재단인 희망스튜디오...,https://www.dailian.co.kr/news/view/1224990/?sc=Naver
505,2022.12.09.,한국양성평등교육진흥원-서강대학교 업무협약(MOU) 체결,시선뉴스,"연세대학교와 함께 학·관 연계한 폭력예방교육 전문강사 양성과정 개설을 위해 세부사항 추진과 관련한 실무 절차를 단계적으로 적극 시행해 나갈 예정이다. 장명선 한국양성평등교육진흥원장은 ""양평원은 대학생의...",http://www.sisunnews.co.kr/news/articleView.html?idxno=175106
506,6일 전,"""남편은 원하지 않아""..'10조 재산' 둘러싼 역대급 이혼 소송 시작됐다",파이낸셜뉴스언론사 선정,"권 CVO와 이씨는 서강대 재학 시절 동문으로 만나 2001년 결혼했다. 권 CVO는 이후 스마일게이트를 창업했고, 2007년 출시한 슈팅게임 ‘크로스파이어’가 중국에서 대박을 터트리면서 급속히 성장했다. 이후...",http://www.fnnews.com/news/202304191653217787
507,2022.09.16.,[2023수시경쟁률] 서강대(마감직전) 23.73대1.. '신설' 시스템반도체공 논술 ...,베리타스알파,16일 오후6시 2023수시접수를 마감하는 서강대는 마감직전 오후3시 기준 23.73대1(정원내 모집 1030명... 16일 오후6시 2023수시접수를 마감하는 서강대는 마감직전 오후3시 기준 13.2대1(정원내 모집 1030명/지원...,http://www.veritas-a.com/news/articleView.html?idxno=429248
508,2023.03.10.,"서강대, 마포구 아동센터 대상 탄소중립생활 실천캠페인 전개",중앙일보,서강대 인성교육센터는 2021년 말 서강대 재학생과 가평 지역 초중고 학생을 대상으로 ‘서강체인지메이커’와 ‘유스체인지메이커’를 선발한 이래 탄소중립생활실천을 위한 캠페인 활동과 홍보 및 봉사활동을...,https://www.joongang.co.kr/article/25146167
509,1일 전,"해건협, '사우디 빅프로젝트 동향과 건설진출' 특별강좌",아시아투데이,강좌는 △중동 정세와 사우디 왕정 동향(박현도 서강대 교수) △네옴 시티 등 빅 프로젝트 추진동향(김재현 한미글로벌 이사) △사우디 문화와 비즈니스 관행(김종용 전 사우디 대사) △진출사례 (신희윤 현대건설 책임)...,https://www.asiatoday.co.kr/view.php?key=20230424010014107
510,2022.09.01.,"서강대, 고용노동부와 '올 여름, 우리의 꿈을 디자인하다' 멘토링 프로그램 진...",베리타스알파,"삶으로의 이타적 행동으로써 서강가치의 확산에 동참할 것""이라고 전했다. 서강대, 고용노동부와 '올 여름, 우리의 꿈을 디자인하다' 멘토링 프로그램 진행. /사진=서강대 제공 ▲교육전문신문 베리타스알파 [베리타스알파=]",http://www.veritas-a.com/news/articleView.html?idxno=427730
511,1일 전,"대한수학회, 27일부터 대전서 ‘봄 연구발표회’ 개최",이데일리,"논문상은 옥지훈 교수(서강대학교), 이상혁 교수(서울대학교), 홍한솔 교수(연세대학교)다. 신진수학자상은 김연수 교수(전남대학교), 박종육 교수(경북대학교), 윤창욱 교수(충남대학교), 최환혁 교수(강원대학교)다....",http://www.edaily.co.kr/news/newspath.asp?newsid=02191046635579400
512,2023.03.14.,"현대건설, 창립75주년 기념 'NFT 수익금' 전액 서강대 기부",월요신문,"이와 함께 현대건설은 서강대 메타버스전문대학원과 실무협의체를 구성해 가상융합공간 비즈니스 모델 도출 및 파일럿 프로젝트 실행에 착수한다. 현대건설 관계자는 ""현대건설과 서강대학교의 기술 및 역량을 활용해...",http://www.wolyo.co.kr/news/articleView.html?idxno=221553
513,2023.03.14.,"현대건설, 서강대 메타버스전문대학원에 NFT 판매수익금 전액 기부",CNB저널(문화경제),서강대 메타버스전문대학원은 국내 최초로 과학기술정보통신부의 ‘메타버스 융합대학원 지원사업’에 선정됐다. 인문·기술적 이해를 바탕으로 메타버스 서비스 기획·개발·사업화 전 영역을 아우르는 글로벌...,https://weekly.cnbnews.com/news/article.html?no=149237
514,2023.02.14.,"서강교육그룹, 경남 김해시 삼계동에 2번째 SLP어학원 개원",서울경제,서강대학교가 운영하는 어린이 영어교육기관 SLP(Sogang Language Program)가 경남 김해시에 2번째인 SLP... 서강SLP의 관계자는 “지난 2021년 개원한 김해SLP가 학부모님들에게 좋은 평가를 받았고 이를 바탕으로 김해에...,https://www.sedaily.com/NewsView/29LQX6CV0B
515,2022.08.31.,"플랫타익스체인지, 서강대와 산학협력 체결",한국경제TV,"국내 리버스 전문 가상자산거래소 플랫타익스체인지가 서강대 산학협력단과 블록체인 등의 기술교류 및... 또, 플랫타익스체인지는 서강대 학생들을 대상으로 관련 교육과 세미나, 현장실습, 취업 연계 프로그램 등을...",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202208310112&t=NN
516,6일 전,"""대형마트 영업규제 10년, 효과는 없고 갈등만 키워""",연합뉴스,"주제 발표에 나선 김주영 서강대 교수는 ""주요 학회지에 등재된 논문 32편을 종합 분석한 결과 유통 규제 초기에는 일부 긍정적 영향도 있었다""면서도 ""시간이 지날수록 온라인 시장과 식자재 마트의 빠른 성장으로 규제의...",https://www.yna.co.kr/view/AKR20230418126000003?input=1195m
517,4일 전,신냉전 속 한러·한중 관계 '급랭'...고심 커지는 정부,YTN언론사 선정,"과거 냉전 구도처럼 세계 질서가 재편되는 상황에서 우리 정부가 한미 동맹과 국제사회 규범을 고려해 외교적 균형을 잘 잡아야 하는 숙제를 떠안게 된 겁니다, [김재천 / 서강대 국제대학원 교수 : 진영화가 가속화되고...",https://www.ytn.co.kr/_ln/0101_202304220453027609
518,2022.10.28.,"가톨릭대·서강대 등 전국 12개 가톨릭계 대학, 수업 공유로 '전인 인재' 양성",뉴스웍스,부산가톨릭대 ▲서강대 ▲수원가톨릭대 ▲인천가톨릭대 등 전국 12개 가톨릭계 대학이 참여한다. 총장 협의회는 가톨릭대에 CU12 전담사무국을 설치하고 2023학년 1학기부터 첫 수업을 시작할 예정이다. 협의회는 CU12...,http://www.newsworks.co.kr/news/articleView.html?idxno=613222
519,2022.08.29.,"플랫타익스체인지, 서강대와 블록체인 산학협력 MOU",전자신문,"이날 업무협약 체결식에는 김덕중 플랫타익스체인지 대표, 정현식 서강대 산학협력단장 등 양측 대표 및 실무자와 함께 정유신 서강대 기술경영전문대학원장이 참석했다. 이번 플랫타익스체인지와 서강대 산학협력단...",http://www.etnews.com/20220829000249
520,2022.10.28.,"가톨릭대·서강대 등 전국 12개 가톨릭계 대학, 수업 공유로 '전인 인재' 양성",뉴스웍스,부산가톨릭대 ▲서강대 ▲수원가톨릭대 ▲인천가톨릭대 등 전국 12개 가톨릭계 대학이 참여한다. 총장 협의회는 가톨릭대에 CU12 전담사무국을 설치하고 2023학년 1학기부터 첫 수업을 시작할 예정이다. 협의회는 CU12...,http://www.newsworks.co.kr/news/articleView.html?idxno=613222
521,2022.08.29.,"플랫타익스체인지, 서강대와 블록체인 산학협력 MOU",전자신문,"이날 업무협약 체결식에는 김덕중 플랫타익스체인지 대표, 정현식 서강대 산학협력단장 등 양측 대표 및 실무자와 함께 정유신 서강대 기술경영전문대학원장이 참석했다. 이번 플랫타익스체인지와 서강대 산학협력단...",http://www.etnews.com/20220829000249
522,2023.03.14.,"현대건설 창립75주년 NFT 판매 수익금, 서강대 메타버스전문대학원에 기부",ZDNet Korea언론사 선정,"현대건설 최재범 본부장(왼쪽), 현대원 서강대 메타버스전문대학원장 서강대학교 메타버스전문대학원은 과학기술정보통신부의 ‘메타버스 융합대학원 지원사업’에 선정됐다. 인문·기술적 이해를 바탕으로 메타버스...",https://zdnet.co.kr/view/?no=20230314100355
523,2022.08.28.,"서강대 ""디지털 혁신""…시스템반도체·AI학과 신설",한국경제언론사 선정,"이 과정을 통해 서강대 재학생이라면 누구나 경제학과의 ‘ESG와 AI’, 인문대학의 ‘디지털 역사학’, 자연과학부의 ‘로봇 케미스트리’ 등 마이크로 디그리를 받을 수 있게 된다. 심종혁 서강대 총장은 “서강대...",https://www.hankyung.com/society/article/2022082831361
524,2023.03.14.,"[건설업계 소식] 현대건설·서강대, '메타버스 기술' 건설업 적용 위해 협력 ...",시사위크,"지난 13일 현대건설은 창립75주년 기념으로 한정 발행한 NFT 판매 수익금 전액을 서강대학교 메타버스전문대학원에 기부했다고 밝혔다. 회사가 기부한 금액은 총 31만3,000클레이로 이는 메타버스 연구 지원 및 전문 인력...",http://www.sisaweek.com/news/articleView.html?idxno=203375
525,4일 전,연이은 젊은층 '베르테르 효과' 왜?,파이낸셜뉴스언론사 선정,"유현재 서강대 커뮤니케이션학과 교수는 ""자살예방을 위해 보도 콘텐츠뿐만 아니라 청년들이 많이 접하는 라이브 방송이나 영화·드라마 등 비보도 콘텐츠에 대한 자살예방 가이드라인이 지켜질 수 있도록 해야...",http://www.fnnews.com/news/202304211321520504
526,2023.03.07.,"서강대 문준혁 교수 연구팀, 차세대 리튬-황 전지 개발",베타뉴스,"▲2023.03.07-서강대 문준혁 교수 연구팀, 차세대 리튬-황 전지 개발 [사진]=왼쪽부터, 서강대 화공생명공학과 문준혁교수 김지원박사 ©서강대학교 서강대학교(총장 심종혁)는 지난 2일 화공생명공학과 문준혁 교수...",http://www.betanews.net:8080/article/1395003.html
527,2023.03.14.,"현대건설, 서강대와 메타버스 비즈니스 모델 모색",NBNTV,현대건설·서강대 메타버스 전문 대학원 산학협력 협약 체결/사진=현대건설 제공 현대건설이 메타버스 산업 고도화 지원과 건설업 연계 활용방안 모색을 위한 산학협력에 나선다. 14일 현대건설에 따르면 이 회사는...,https://www.nbntv.kr/news/articleView.html?idxno=68515
528,2023.03.21.,[게시판] 서강대 동아연구소 한-인니 수교 50주년 세미나,연합뉴스,▲ 서강대학교 동아연구소는 한국과 인도네시아의 수교 50주년을 기념해 '월간 인도네시아'라는 제목의 학술 세미나를 오는 31일부터 6월9일까지 매주 금요일 오후 개최한다. 서강대 정치학과 신윤환 명예 교수가 '한국...,https://www.yna.co.kr/view/AKR20230321107000371?input=1195m
529,5일 전,"""'차세대' HBM·DDR5, 메모리 업턴 당기고 지형까지 바꿀 것""",이데일리,범진욱 서강대 전자공학과 교수는 “(SK하이닉스의) 시장 선점은 먼저 기술력을 축적한 결과”라며 “삼성전자도 차세대 제품 개발을 진행 중인 만큼 우리 기업들이 함께 성장해 글로벌 업체들과의 격차를 더...,http://www.edaily.co.kr/news/newspath.asp?newsid=02981526635578088
530,2023.03.21.,[게시판] 서강대 동아연구소 한-인니 수교 50주년 세미나,연합뉴스,▲ 서강대학교 동아연구소는 한국과 인도네시아의 수교 50주년을 기념해 '월간 인도네시아'라는 제목의 학술 세미나를 오는 31일부터 6월9일까지 매주 금요일 오후 개최한다. 서강대 정치학과 신윤환 명예 교수가 '한국...,https://www.yna.co.kr/view/AKR20230321107000371?input=1195m
531,2023.03.14.,"현대건설-서강대, 메타버스 산업 고도화 지원·건설업 연계 활용방안 산학협력",테크홀릭,"접근할 수 있는 기회를 마련할 계획""이라며 ""이번 협력이 혁신적인 메타버스 비즈니스 모델 구축을 위한 도약의 발판이 되기를 기대한다""고 밝혔다. #현대건설 #서강대 #메타버스전문대학 #NTF #메타버스 #산학협력",http://www.techholic.co.kr/news/articleView.html?idxno=207539
532,2023.03.14.,"현대건설, 서강대 메타버스전문대학원에 NFT수익금 전액 기부",포쓰저널,현대건설과 서강대 메타버스전문대학원은 7일 고도화된 메타버스 플랫폼 구축과 서비스 개발을 목표로 기술 확보 및 인력 양성을 위한 업무협약(MOU)을 체결했다. 이 협약을 통해 양 기관은 △건설산업 연계 메타버스...,http://www.4th.kr/news/articleView.html?idxno=2035545
533,5일 전,"""'차세대' HBM·DDR5, 메모리 업턴 당기고 지형까지 바꿀 것""",이데일리,범진욱 서강대 전자공학과 교수는 “(SK하이닉스의) 시장 선점은 먼저 기술력을 축적한 결과”라며 “삼성전자도 차세대 제품 개발을 진행 중인 만큼 우리 기업들이 함께 성장해 글로벌 업체들과의 격차를 더...,http://www.edaily.co.kr/news/newspath.asp?newsid=02981526635578088
534,2022.08.25.,"서강대 로스쿨, 2022학년도 대학·나이별 합격률 분석해보니...",법률저널,△한국항공대 1명 △한양대 7명 △한예종 1명 △해군사관학교 1명 △홍익대 1명 △해외대학 6명 등도 서강대 로스쿨에 지원했다. 해외대학의 경우 △Emory University 1명 △Fudan University 1명 △King's college...,http://www.lec.co.kr/news/articleView.html?idxno=739240
535,2022.09.07.,"“SKY·서강대, 지방으로” 윤석열정부 또 일단 던지고 보나",한겨레언론사 선정,"서울대·연세대·고려대·서강대 등 주목을 끌 만한 주요 대학, 특목고를 함께 내려보내야 효과가 있다고... 맞았다”며 대학 이전 문제도 신중하게 접근할 문제라고 말했다. 임희성 대학교육연구소 연구원은 “학령인구...",https://www.hani.co.kr/arti/society/schooling/1057826.html
536,1일 전,"옥천군, 노후자산 운용법 재테크 특강",충청일보,"강 대표는 서울대학교 농업경제학을 전공했으며, 일본 도시샤대학교 대학원 상학연구학 석사 수료 및 서강대 최고경영자과정을 수료했다. 대우증권 국제본부 본부장, 현대투자신탁운용 대표이사, 미래에셋 부회장을...",https://www.ccdailynews.com/news/articleView.html?idxno=2200447
537,2022.12.26.,"[강희정의 아시아의 美] 계묘년, 서왕모의 옥토끼를 당신에게/서강대 동아연구...",서울신문,며칠 있으면 2023년 검은 토끼의 해가 뜬다. 토끼는 복슬복슬 탐스런 털이 포근한 느낌을 준다. 그렇다고 키우기가 만만하지는 않은 동물이다. 얌전하고 온화해 보여도 꽤나 공격적이라 물리기도 쉽다. 왕성한 번식력이...,https://www.seoul.co.kr/news/newsView.php?id=20221226026014&wlog_tag3=naver
538,2022.09.22.,"[2022 수시 합격생 릴레이 인터뷰 | 서강대 경영학부 김태훈] ""스포츠 마니아...",내일신문,서강대 경영학부 김태훈씨의 얘기다. 이미지확대 김태훈 | 서강대 경영학부(대전 대신고) 사진 이의종 ? 체육... “스포츠 산업이나 스포츠 경영으로 진로를 변경하고 학과를 검색했는데 개설된 대학이 많지 않더라고요....,http://www.naeil.com/news_view/?id_art=436359
539,6일 전,"스마일게이트 권혁빈 이혼 소송…배우자 ""10조 지분 중 절반 달라""",TV조선언론사 선정,권 이사장은 1999년 서강대 전자공학과를 졸업하고 2002년 스마일게이트를 창업했다. 스마일게이트는 2006년 출시한 게임 '크로스파이어'의 중국 시장 흥행을 바탕으로 성장했다.,http://news.tvchosun.com/site/data/html_dir/2023/04/19/2023041990226.html
540,6일 전,"스마일게이트 권혁빈 이혼 소송…배우자 ""10조 지분 중 절반 달라""",TV조선언론사 선정,권 이사장은 1999년 서강대 전자공학과를 졸업하고 2002년 스마일게이트를 창업했다. 스마일게이트는 2006년 출시한 게임 '크로스파이어'의 중국 시장 흥행을 바탕으로 성장했다.,http://news.tvchosun.com/site/data/html_dir/2023/04/19/2023041990226.html
541,2023.03.14.,"현대건설, 서강대 메타버스전문대학원에 NFT 판매 수익금 전액 기부",매일경제,기부에 앞서 현대건설은 지난 7일 서강대 메타버스전문대학원과 고도화된 메타버스 플랫폼 구축과 서비스 개발을 목표로 기술 확보 및 인력 양성을 위한 업무협약(MOU)을 체결한 바 있다. 현대건설은 서강대학교...,https://www.mk.co.kr/article/10679750
542,2023.03.13.,"서강대, '종이 없는 연구과제 관리 시스템' 전면 실시",한국대학신문,페이퍼리스 서강 로고. 서강대 산학협력단은 작년 6월 링크사업단 선정 이후 환경 및 지역과의 상생과 지속가능성을 대학 행정의 우선 가치로 설정하고 '종이 없는 연구과제 관리 시스템'을 구축해왔다. 이를 위해 지난...,https://news.unn.net/news/articleView.html?idxno=543258
543,2022.09.01.,"[2023 수시]서강대, 인공지능·시스템반도체공학과 신설",아시아경제,제1 전공자가 아니어도 서강대의 ‘다전공제도’를 통해 이수할 수 있다. 인공지능학과는 대학원 연구실과 학·석사 연계프로그램을 운영한다. 시스템반도체공학과 입학생 전원에게 2학년까지 등록금과...,https://view.asiae.co.kr/article/2022083012010847931
