,date,title,press,contents,link
0,1일 전,"육우자조금, 오뚜기와 육우 협업 메뉴 '카레·비빔면' 선봬",뉴스1,육우자조금관리위원회는 식재료로 육우 접근성을 높이기 위해 오뚜기 제품과 협업한 육우 메뉴를 롤리폴리 꼬또 케이브에서 선보인다고 25일 밝혔다. 이번에 선보이는 '육우 사과 카레'와 '육우 육회 비빔면'은 오뚜기...,https://www.news1.kr/articles/5026199
1,10시간 전,"육우자조금, '오뚜기 제품+육우' 콜라보 메뉴 선봬",한국농어촌방송,육우자조금이 오뚜기와 콜라보한 메뉴를 선보인다. [육우자조금] 육우자조금관리위원회(이하 육우자조금)는 오뚜기 제품과 콜라보한 육우 메뉴를 롤리폴리 꼬또 케이브에서 4월 26일부터 5월 9일까지 선보입니다. 이번에...,http://www.newskr.kr/news/articleView.html?idxno=89513
2,3시간 전,"오뚜기 진비빔면·진짜쫄면, 여름 성수기 '쌍두마차'",포춘코리아,진짜쫄면과 진비빔면 배사매무초를 들고 있는 화사 [사진=오뚜기] 오뚜기가 진비빔면과 진짜쫄면으로 여름 성수기를 앞둔 비빔면 시장 공략에 나섰다. 두 제품은 경쟁이 치열한 한국 비빔면 시장에서 입지를 다진...,http://www.fortunekorea.co.kr/news/articleView.html?idxno=27692
3,5시간 전,"오뚜기, 장애인 고용·문화 활동 지원 '활발'",시사위크,오뚜기 역시 그중 하나다. 오뚜기는 장애인의 고용 및 사회 참여를 확대하기 위해 다양한 활동을 전개 중이다. 2021년 11월 자회사형 장애인 표준사업장인 오뚜기프렌즈를 설립한 것도 이러한 활동의 일환이다. 오뚜기는...,http://www.sisaweek.com/news/articleView.html?idxno=204381
4,1일 전,"오뚜기, '진비빔면'·'진짜쫄면'으로 비빔면 시장 공략",시사오늘,"진비빔면 모델 화사 ⓒ사진 제공=오뚜기 오뚜기가 '진비빔면'과 '진짜쫄면' 두 제품으로 여름 계절면 시장을 공략한다. 본격적인 성수기가 다가오면서 새 모델 선정과 신규 광고 공개, 제품 다양화 등에 나선다는...",http://www.sisaon.co.kr/news/articleView.html?idxno=149684
5,2일 전,中 사로잡은 오뚜기…매출 80% 성장,디지털타임스,"24일 유통업계에 따르면 오뚜기는 올해 1분기 중국에서 140억원의 매출을 거뒀다. 이는 전년 동기 대비 80% 성장한 수준이다. 지난해 4분기(120억원)와 비교해도 약17% 늘었다. 오뚜기 관계자는 ""중국의 코로나19 봉쇄조치가...",http://www.dt.co.kr/contents.html?article_no=2023042402109932102004&ref=naver
6,9시간 전,베트남 제사상에 ‘초코파이’가?…‘K-푸드 전성시대’ 식품업계 시총 전쟁,이코노미스트언론사 선정,오뚜기(007310)도 국내외에서 선전하고 있지만 투자자 입장에선 별로 매력적이지 않다는 의견이 나온다. 매출은 지속적으로 개선되고 있지만 가격이 문제란 지적이다. 오뚜기는 라면을 포함한 여러 카테고리에서...,https://economist.co.kr/article/view/ecn202304250074
7,1일 전,"오뚜기, 라면3사 중 부채비율 가장 많이 상승",데이터뉴스,"지난해 라면 3사 중 오뚜기와 삼양식품의 부채비율이 두 자릿 수 상승폭을 기록했다. 다만, 3사 모두... 25일 데이터뉴스가 금융감독원 전자공시시스템에 공시된 오뚜기의 사업보고서를 분석한 결과, 지난해...",http://www.datanews.co.kr/news/article.html?no=127095
8,7일 전,"오뚜기, 장애인 임직원 위한 '특별한 문화행사' 9회째 이어가",뉴시스,"개최 오뚜기가 제 43회 장애인의 날을 맞아 ‘제9회 하트 시각장애인 체임버 오케스트라 초청연주회’를 개최했다고 19일 밝혔다. 이번 연주회는 2013년을 시작으로 오뚜기센터, 오뚜기 안양공장 및 대풍공장 등에서...",http://www.newsis.com/view/?id=NISX20230419_0002272145&cID=13001&pID=13000
9,7일 전,"오뚜기, '제1회 일러스트레이션 공모전' 시상식 개최",아시아경제,"오뚜기는 '제1회 오뚜기 일러스트레이션 공모전(OIF)' 시상식을 개최했다고 19일 밝혔다. 이번 공모전은 오뚜기 제품을 매개로 사람과 공간, 시간을 하나로 연결해 식문화와 아트를 결합한 새로운 문화를 창조하고자...",https://view.asiae.co.kr/article/2023041909240201705
10,2023.04.18.,"오뚜기, '지중해산 토마토 카레' 출시",머니S,오뚜기가 6년만에 고형 카레 신제품을 선보였다. 오뚜기는 토마토의 상큼함과 풍미를 더한 '지중해산 토마토 카레'를 출시했다고 18일 밝혔다. 새롭게 선보인 '지중해산 토마토 카레'는 오뚜기만의 노하우로 만든 카레에...,http://moneys.mt.co.kr/news/mwView.php?no=2023041811504089053
11,2023.04.18.,[신제품] 오뚜기·동원홈푸드·감성커피 외,스포츠한국,"오뚜기는 '지중해산 토마토 카레'를, 동원홈푸드는 비건 전문 브랜 '비비드그린(VIVID GREEN)'을 론칭하고 첫... 사진=오뚜기 제공 ◆ 오뚜기, '지중해산 토마토 카레' 출시 오뚜기는 '지중해산 토마토 카레'를 출시했다. 이번...",https://sports.hankooki.com/news/articleView.html?idxno=6826508
12,2023.04.18.,"1020세대 입맛 잡은 진라면…오뚜기 ""결국 1등 된다"" 자신",한국경제언론사 선정,이렇게 맛있는데 언젠가 1등 하지 않겠습니까.” 2005년 나온 오뚜기 진라면 광고 속 멘트다. 후발주자지만 끊임없는 연구개발(R&amp;D)을 통해 정상에 도전하겠다는 오뚜기의 포부가 담겼다. 18년 전 오뚜기의 이 진심은...,https://www.hankyung.com/economy/article/2023041864951
13,2일 전,"[데이터경제] 라면 '전성시대'라는데...농심과 오뚜기 주가, 완전 딴판인 이유",글로벌경제,"자료=농심 SK증권 하지만 국내외에서 선전하며 매출 1,2위를 기록중인 농심과 오뚜기의 주가는 완전 딴판이다. 농심은 작년말부터 신고가를 끊임없이 경신하고 있는 반면 오뚜기는 제자리 걸음이다. 희비 쌍곡선은...",http://www.getnews.co.kr/news/articleView.html?idxno=624443
14,2023.04.18.,"오뚜기, '지중해산 토마토 카레' 출시",뉴스1,오뚜기(007310)는 토마토 상큼함과 풍미를 더한 '지중해산 토마토 카레'를 출시했다고 18일 밝혔다. 새롭게 선보인 지중해산 토마토 카레는 오뚜기만의 노하우로 만든 카레에 지중해 햇빛을 받고 자란 토마토를 더한...,https://www.news1.kr/articles/5019138
15,1일 전,"오뚜기, '옛날잡채·진짬뽕' 대만 코스트코 인기몰이",더구루,"옛날 잡채, 온오프라인 매장 입점 성공 해외 매출 확대…작년 3000억원 기록 오뚜기가 대만에서 선풍적인 인기를 끌고 있다. 오뚜기 옛날 잡채와 진짬뽕이 현지에서 'K라면'의 대명사로 자리잡았다. 해외 매출도...",https://www.theguru.co.kr/news/article.html?no=52909
16,1일 전,쌀값 5% 오를 때 즉석밥은 40% 뛰었다,아주경제,"CJ제일제당 햇반·오뚜기밥 판매가, 2013년 대비 40% ↑ 아주경제=남라다 기자 nld8120@ajunews.com CJ제일제당의 햇반(왼쪽), 오뚜기의 오뚜기밥 제품. [사진=각사] 쌀을 주원료로 하는 즉석밥의 판매가격이 10년 사이에 40...",https://www.ajunews.com/view/20230425142839701
17,2023.04.12.,오뚜기 닭칼국수 등 유전자변형 돼지호박 가공식품 추가 확인,연합뉴스언론사 선정,"대상 제품은 오뚜기가 제조·유통한 '오즈키친 닭칼국수'(670ｇ·유통기한 2023년 8월23일), 초원식품이 제조하고 더빈트가 유통한 '빈트 비건된장찌개'(500ｇ·유통기한 2023년 5월30일), 더빱이 제조하고 윙잇이 유통한...",https://www.yna.co.kr/view/AKR20230412170600530?input=1195m
18,6일 전,오뚜기 '지중해산 토마토 카레',보건뉴스,오뚜기 '지중해산 토마토 카레' 카레 시장의 강자 오뚜기가 토마토의 상큼함과 풍미를 더한 '지중해산 토마토 카레'를 출시했다. 새롭게 선보인 '지중해산 토마토 카레'는 오뚜기만의 노하우로 만든 카레에 지중해 햇빛을...,http://www.bokuennews.com/news/article.html?no=228180
19,5일 전,[대한민국 100대 CEO] 함영준 오뚜기 회장 | 3조 클럽 올라선 ‘갓뚜기’,매경이코노미,"‘갓뚜기’는 ‘God’에 ‘오뚜기를’ 합친 용어로, 오뚜기의 별칭이다. 오뚜기를 이끄는 함영준 회장은 故 함태호 명예회장 유지를 물려받아 모범적인 기업 운영과 선행을 실천하고 있다. 더불어 ‘보다 좋은 품질...",https://www.mk.co.kr/article/10718001
20,2023.04.18.,"[식품가 투데이] 오뚜기, '지중해산 토마토 카레' 출시 外",IT조선,"◇오뚜기, 새콤달콤 감칠맛 살린 '지중해산 토마토 카레' 출시 오뚜기는 ‘지중해산 토마토 카레’를 출시했다고 18일 밝혔다. 2017년 ‘오뚜기 3일 숙성카레’ 고형제품 출시 이후 6년 만에 선보인 고형카레다....",https://it.chosun.com/site/data/html_dir/2023/04/18/2023041802358.html
21,1일 전,[전지적 참견 미식] 혼자 먹기 좋은 신제품6...풀무원 'Silky 두유면' 外,싱글리스트,위해 오뚜기 제품과 콜라보한 육우 메뉴를 롤리폴리 꼬또 케이브에서 4월 26일부터 5월 9일까지 선보인다. 이번에 선보이는 '육우 사과 카레'와 '육우 육회 비빔면'은 오뚜기의 대표제품인 오뚜기 카레와 진비빔면을...,http://www.slist.kr/news/articleView.html?idxno=444923
22,6일 전,'제1회 오뚜기 일러스트레이션 공모전' 시상식,보건뉴스,'제1회 오뚜기 일러스트레이션 공모전' 수상자들 오뚜기(대표이사 황성만)는 18일(화) 서울시 강남구에 위치한 '롤리폴리 꼬또'에서 '제1회 오뚜기 일러스트레이션 공모전(OIF)' 시상식을 개최했다. 이번 공모전은 오뚜기...,http://www.bokuennews.com/news/article.html?no=228193
23,2023.04.13.,"오뚜기, 토마토 스파게티소스 신제품 2종 출시",뉴스1,"오뚜기(007310)는 이색적인 맛에 풍미 가득한 토마토 스파게티소스 신제품 2종을 출시했다고 13일 밝혔다. 오뚜기는 소비자가 선호하는 트렌디한 메뉴를 고려해 베이컨을 활용한 로제 소스, 페퍼로니를 활용한 매콤한...",https://www.news1.kr/articles/5013919
24,3일 전,"은가은, 마트료시카 인형이 따로 없네...""오뚜기처럼 또 도전!""",텐아시아,"독감이 오지게 걸려서 너무 아쉬웠지만 ㅜ 오뚜기처럼!!! 또 도전할고에요""라며 글과 함께 여러 사진을 게시했다. 공개된 사진속에는 'Don't give up'이라고 쓰여진 핑크 가면을 쓴 은가은은 마트료시카 인형을 연상케하는...",https://tenasia.hankyung.com/tv/article/2023042369914
25,2023.04.11.,"오뚜기함태호재단, 장학증 수여식…56명에 2년간 학비 지원",연합뉴스,오뚜기함태호재단은 10일 '제27회 장학증서 수여식'을 열고 올해 신규 장학생들에게 장학증서를... 오뚜기 창업주인 고(故) 함태호 명예회장이 1996년 사재를 출연해 설립한 오뚜기함태호재단은 지금까지 1천165명에게...,https://www.yna.co.kr/view/AKR20230411026300003?input=1195m
26,2023.04.10.,"오뚜기, 키자니아 서울점 체험관 리뉴얼 오픈",뉴시스,"오뚜기는 어린이 직업체험 테마파크 키자니아 서울점에 체험관을 리뉴얼 오픈했다고 10일 밝혔다. 오뚜기는 오뚜기 제품을 활용한 체험 컨텐츠를 제공하고, 올바른 식습관 확립을 돕기 위해 체험관을 운영해왔다. 리뉴얼은...",http://www.newsis.com/view/?id=NISX20230410_0002259731&cID=13001&pID=13000
27,2023.04.13.,오뚜기 닭칼국수 등 유전자변형 돼지호박 가공식품 추가 확인,SBS,"대상 제품은 오뚜기가 제조·유통한 '오즈키친 닭칼국수'(670ｇ·유통기한 2023년 8월 23일), 초원식품이 제조하고 더빈트가 유통한 '빈트 비건된장찌개'(500ｇ·유통기한 2023년 5월 30일), 더빱이 제조하고 윙잇이 유통한...",https://news.sbs.co.kr/news/endPage.do?news_id=N1007152161&plink=ORI&cooper=NAVER
28,2023.04.11.,"오뚜기함태호재단, 제 27회 장학증서 수여식 개최",뉴시스,재단법인 오뚜기함태호재단은 지난 10일 강남구 대치동에 소재한 오뚜기센터에서 '제27회 오뚜기함태호재단 장학증서 수여식'을 개최했다고 11일 밝혔다. 이날 행사는 재단법인 오뚜기함태호재단 임원들과 2023년 신규...,http://www.newsis.com/view/?id=NISX20230411_0002261405&cID=13001&pID=13000
29,6일 전,지구촌 2.5명당 1명 후루룩…비법은 'K라면의 현지화',서울경제언론사 선정,"20일 관련 업계에 따르면 농심(004370)·오뚜기(007310)·삼양식품(003230)·팔도 등 국내 업체들이 지난해 해외로... 현재 농심은 중국과 미국, 오뚜기는 베트남, 팔도는 러시아에 각각 라면 생산 공장을 가동 중이다. 지난해...",https://www.sedaily.com/NewsView/29ODM5BC7W
30,2일 전,K-푸드 앞세운 식품업계 뜨거운 시총 전쟁,MTN,국내 시장은 한정이 있고…] 북미 시장에서 선전하고 있는 농심은 경쟁사인 오뚜기와 시총 격차를 벌리고 있습니다. 농심 시총은 현재 2조 3000억원까지 늘어 오뚜기와 시총 차이가 5000억원에 이릅니다. 지난해 8월엔...,https://news.mtn.co.kr/news-detail/2023042416420125895
31,2023.04.07.,"오뚜기, 식품안전과학연구소 개소",연합뉴스,"오뚜기가 7일 경기 안양시에 위치한 오뚜기 중앙연구소에서 '식품안전과학연구소' 개소식을 개최했다고 밝혔다. 사진은 식품안전과학연구소 현판식 하는 김진현 오뚜기 식품안전과학연구소장(왼쪽부터), 정승현...",https://www.yna.co.kr/view/PYH20230407103900003?input=1196m
32,2023.04.04.,"오뚜기, 컵누들 '큰컵' 드디어 나왔다…""중량 1.6배 늘어""",뉴시스언론사 선정,"오뚜기가 기존 컵누들 소컵보다 중량을 1.6배 늘린 ‘컵누들 큰컵’을 출시했다고 4일 밝혔다. 오뚜기 관계자는 ""새롭게 선보인 컵누들 큰컵은 그 간 SNS 등을 통해 컵누들을 더욱 많은 양으로 든든하게 즐기고 싶다는...",http://www.newsis.com/view/?id=NISX20230404_0002252838&cID=13001&pID=13000
33,6일 전,"오뚜기ㆍ11번가ㆍ쿠팡, 고물가 고통분담 활동 '눈길'",논객닷컴,"대표적인 사회공헌 기업인 오뚜기는 장애인의 날을 맞아 시각장애인을 위한 다양한 행사를 개최하고, 어려운 기업활동에도 오뚜기프렌즈 장애인 근로자 전원을 정규직으로 채용하는 통큰 결단을 내렸다.",http://www.nongaek.com/news/articleView.html?idxno=85684
34,2023.04.03.,"'진짜 쫄면' 판매가 내린 오뚜기, '착한가격 정책' 이어질까",뉴시스언론사 선정,앞세운 오뚜기가 고물가속 성장 흐름을 지속할 지 주목된다. 오뚜기는 한때 가성비(가격대비성능) 제품을 앞세워 '갓뚜기'라는 별칭을 얻은 바 있다. 올해도 가성비 전략을 적극 펼치며 높은 성장을 기록할 수 있다는...,http://www.newsis.com/view/?id=NISX20230403_0002250905&cID=13001&pID=13000
35,7일 전,앨리스 “7인→5인 허전하지만 우린 오뚜기”[종합],스포츠경향,넘어질 것 같으면서도 항상 다시 일어나 활동하는 모습이 오뚜기 같다. ‘오뚜기’라는 수식어가 붙었으면 좋겠다”고 씩씩한 포부를 밝혔다. 한편 앨리스의 두 번째 싱글 앨범 ‘SHOW DOWN’은 19일(오늘) 오후 6시...,http://sports.khan.co.kr/news/sk_index.html?art_id=202304191808003&sec_id=540101&pt=nv
36,6일 전,"오뚜기, 짜장라면 '짜슐랭' 日 출시…라인업 확대",더구루,선봬 오뚜기가 일본 라면시장 공략에 힘을 준다. 현지에 짜장라면 짜슐랭을 첫 론칭하며 맵지 않은 라면을 중심으로 제품군 확대에 속도를 내는 모습이다. 20일 업계에 따르면 오뚜기는 일본에서 짜슐랭을 출시했다. 일본...,https://www.theguru.co.kr/news/article.html?no=52700
37,2023.04.06.,"오뚜기, 삼화페인트와 '옐로우 100' 페인트 출시",뉴시스,오뚜기가 대표 색상인 ‘노란색’을 다양한 방식으로 알리는 ‘오뚜기 옐로우 프로젝트’의 일환으로 삼화페인트공업과 협업해 '옐로우(YELLOW) 100’ 페인트를 출시했다고 6일 밝혔다. 오뚜기 노란색은 창립 제품인...,http://www.newsis.com/view/?id=NISX20230406_0002255978&cID=13001&pID=13000
38,1일 전,[먹어보니]비빔면 시장에 맞서는 '쫄면',비즈니스플러스,"풀무원 탱탱쫄면, 오뚜기 진짜쫄면, 농심 배홍동 쫄쫄면/사진=최연성기자 날이 풀리면서 뜨거운 라면보다... 선택한 제품은 농심의 배홍동 쫄쫄면과 오뚜기 진짜쫄면, 풀무원 탱탱쫄면이다. 배홍동 쫄쫄면/사진= 최연성...",https://www.businessplus.kr/news/articleView.html?idxno=41841
39,2023.04.18.,"[신상품] 오뚜기 '지중해산 토마토 카레', 팔도 '오늘푸룬', 동원홈푸드 '비건...",식품저널 foodnews,"오뚜기 '지중해산 토마토 카레', 팔도 '오늘푸룬', 동원홈푸드 '비건 카레', 정관장 '천녹 부스팅'. 사진=각 사 오뚜기 '지중해산 토마토 카레' 오뚜기가 고형카레 신제품 '지중해산 토마토 카레'를 출시했다. 이 제품은...",http://www.foodnews.co.kr/news/articleView.html?idxno=102014
40,7일 전,불 붙은 비빔면 대첩,조선일보,"이어 농심 19.1%, 오뚜기 11.4%, 기타 16.2% 정도다. 라면 업체들은 예년보다 더 빠르게 신제품을 내놓고... 팔도는 배우 이준호를, 누적 판매량 1억 봉 이상을 기록한 ‘진비빔면’의 오뚜기는 걸그룹 마마무의 화사를 모델로...",https://www.chosun.com/special/special_section/2023/04/19/V7XB3Y6UGNBRBKIBTV2F6YISA4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
41,6일 전,‘장애인의 날’ 맞아 기부·지원 나선 유통가,아시아타임즈,"(사진=하이트진로) 20일 유통업계에 따르면 하이트진로, 오뚜기, SPC, 이디야커피 등이 장애인의 날을 맞아... 오뚜기가 안양공장 대강당에서 20일 하트 시각장애인 체임버오케스트라 연주회를 개최했다. (사진=오뚜기)...",https://www.asiatime.co.kr/article/20230420500260
42,7일 전,지구 6만6000바퀴 면발 먹은 우리는 “라면의 민족” [라면史 60년],헤럴드경제언론사 선정,"117억개, 오뚜기 진라면이 85억개가 지금까지 팔렸다. 면발의 길이(봉지당 46m 기준)를 기준으로 하면 총 26억4500만㎞로 지구를 6만6001바퀴, 지구와 달(38만4400㎞)을 3440번 왕복하는 거리다. 삼양라면 이후 농심, 오뚜기...",http://news.heraldcorp.com/view.php?ud=20230419000728
43,3일 전,"""열정만큼은 A매치""...4년 만에 열린 뇌성마비인 축구대회",YTN,"[최범준 / 부산오뚜기 팀 선수 (경력 9년) : 계속 뛰고 싶었는데 못 뛰니까 아쉽기도 하고 선수들도 많이 못... 부산오뚜기축구단이 25, 26회 대회에 이어 3연패를 달성했습니다. 경기 사이에는 가족이나 자원봉사자로 참여한...",https://www.ytn.co.kr/_ln/0103_202304230621335575
44,2023.04.15.,"농심·삼양식품·오뚜기, 안정적 수요처 '군마트' 입찰 경쟁 치열",더팩트,"오뚜기도 현재 군마트에 △참깨라면 △스파게티면 △냉동피자 △오뚜기밥 △진라면(매운맛) 등을 납품하고 있다. 오뚜기 관계자는 군마트 입찰에 나서는 이유를 ""현역장병들이 군대생활을 하는 동안 오뚜기의 다양한...",http://news.tf.co.kr/read/economy/2011913.htm
45,2023.04.13.,"'노란 떡' 잡은 식약처…이번엔 오뚜기에 ""미승인 유전자 검출""",중앙일보언론사 선정,식품의약안전처가 12일 주식회사 오뚜기(경기 안양시)가 제조한 ‘오즈키친 닭칼국수’에 대해 회수 명령을 내렸다. 회수 사유는 미승인 유전자 검출이다. 식품안전나라에 따르면 ‘닭칼국수 소스’ 제품에서 미승인...,https://www.joongang.co.kr/article/25154971
46,5일 전,"오뚜기, '진비빔면'과 '진짜쫄면'으로 비빔면 시장 공략",화이트페이퍼,"화이트페이퍼, WHITEPAPER'진비빔면' 모델 걸그룹 마마무의 화사 (사진=오뚜기) 여름을 앞두고 비빔면 시장이... ■ 소스 업그레이드한 '진비빔면' 배사매무초… 새 모델, '먹방여신' 화사 신규 광고 온에어 오뚜기가 지난...",http://www.whitepaper.co.kr/news/articleView.html?idxno=225050
47,6일 전,"우유·명함·유니폼까지…남양유업, 장애인 위한 '점자표기' 확대",뉴시스,"기사내용 요약 남양유업, '맛있는 우유 GT' 점자 도입 오뚜기 컵라면, 동작구 기초번호판 등 [서울=뉴시스]... 오뚜기 역시 점자 표기를 도입한 대표 기업 중 하나로 꼽힌다. 오뚜기는 컵라면 용기에 표시한 '물 붓는 선'을...",http://www.newsis.com/view/?id=NISX20230420_0002274305&cID=13001&pID=13000
48,2023.04.14.,"오늘은 '블랙데이' 짜장면 먹는 날…""반값 할인 받아볼까""",뉴시스언론사 선정,"1+1 행사 상품은 '오뚜기 마요짜장볶이큰컵' '삼양 쿠티크에센셜짜장큰컵', '하림 더미식유니자장면한그릇', '오뚜기 짜장컵밥', '칠성 펩시콜라제로500㎖', '칠성 펩시콜라제로망고500㎖' 등 6종이다. GS25는...",http://www.newsis.com/view/?id=NISX20230413_0002266144&cID=13001&pID=13000
49,2023.04.11.,[브리핑] 오뚜기·오비맥주·하이트진로,포쓰저널,포쓰저널 이현민 기자 함영준 오뚜기함태호재단 이사장이 10일 강남구 대치동 오뚜기센터에서 열린 '제27회 오뚜기함태호재단 장학증서 수여식'에서 신규 장학생들에게 장학증서를 전달하고 있다. / 사진=오뚜기...,http://www.4th.kr/news/articleView.html?idxno=2037449
50,2023.04.18.,"[ESG 경영] ""투명하고 건전하게""...오뚜기, 사회와 함께 동반성장하는 'ESG경...",녹색경제신문,&lt;편집자 주(註)&gt; 오뚜기 시각장애인 점자표기 컵라면 [사진=오뚜기] 오뚜기가 투명하고 건전한 지속가능경영 활동을 이어나가고 있다. 사회와 함께 동반 성장하겠다는 방침아래 오뚜기는 지난 2011년 '자연과 함께 맛으로...,http://www.greened.kr/news/articleView.html?idxno=302460
51,2023.04.10.,오뚜기와 키자니아가 만나면?,나이스경제,㈜오뚜기(이하 오뚜기)가 어린이들을 상대로 한 콘텐츠를 한층 업그레이드했다. 오뚜기는 어린이 직업 체험 테마파크 '키자니아' 서울점 내에 오뚜기 체험관을 리뉴얼 오픈했다고 10일 밝혔다. 오뚜기는 다양한 꿈과 희망을...,http://www.niceeconomy.co.kr/news/articleView.html?idxno=82175
52,2023.04.11.,오뚜기함태호재단. 올해 56명에 장학금,에너지경제,재단법인 오뚜기함태호재단(이사장 함영준)은 10일 서울 강남구 대치동 오뚜기센터에서 ‘제27회 장학증서 수여식’을 열고 올해 장학생 56명에게 장학금을 전달했다고 11일 밝혔다. 오뚜기함태호재단 임원들과...,https://www.ekn.kr/web/view.php?key=20230411010002668
53,2023.04.10.,"[생활경제 이슈] 오뚜기, 키자니아 서울점 ‘오뚜기 체험관’ 리뉴얼 오픈 外",로이슈,㈜오뚜기가 글로벌 어린이 직업체험 테마파크 '키자니아’ 서울점 내 오뚜기 체험관을 리뉴얼 오픈했다고 10일 밝혔다. ㈜오뚜기는 다양한 꿈과 희망을 가진 어린이들에게 오뚜기 제품을 활용한 체험 컨텐츠를 제공하고...,http://www.lawissue.co.kr/view.php?ud=202304100918484117204ead0791_12
54,2023.04.11.,"오뚜기함태호재단, 제27회 오뚜기함태호재단 장학증서 수여식 개최",브릿지경제,"오뚜기함태호재단, 제27회 오뚜기함태호재단 장학증서 수여식 개최 재단법인 오뚜기함태호재단이 지난 10일 강남구 대치동에 소재한 오뚜기센터에서 ‘제27회 오뚜기함태호재단 장학증서 수여식’을 개최했다고 11일...",https://www.viva100.com/main/view.php?key=20230411010003009
55,2023.04.13.,"[추천이상품]오뚜기, 풍미 가득 '베이컨 로제·페퍼로니 아라비아따' 출시",전자신문,"오뚜기는 이색적인 맛에 풍미 가득한 토마토 스파게티소스 신제품 2종을 출시했다고 13일 밝혔다. 이번... 오뚜기 관계자는 “최근 MZ세대가 선호하는 로제 맛과 매콤한 맛에 스파게티와 잘 어울리는 베이컨, 페퍼로니 등을...",https://www.etnews.com/20230413000067
56,2023.04.10.,"오뚜기, 키자니아 서울점 ‘오뚜기 체험관’ 리뉴얼 개관",서울경제TV,"오뚜기는 글로벌 어린이 직업체험 테마파크 '키자니아’ 서울점 내 오뚜기 체험관을 리뉴얼 오픈했다고 10일 밝혔다.   오뚜기는 어린이들에게 오뚜기 제품을 활용한 체험 컨텐츠를 제공하고, 식습관 확립을 돕기 위해...",http://www.sentv.co.kr/news/view/652380
57,2023.04.13.,"오뚜기, 프레스코 토마토 스파게티소스 '베이컨 로제·페퍼로니 아라비아따' ...",인사이트코리아,"오뚜기가 이색적인 맛을 느낄 수 있는 토마토 스파게티소스 신제품 2종을 출시했다. 오뚜기가 이색적인 토마토 스파게티 소스 신제품 2종을 선보였다.&lt;오뚜기&gt; 최근 스파게티 로제 맛이 꾸준히 인기를 끄는 추세로, '베이컨...",http://www.insightkorea.co.kr/news/articleView.html?idxno=109202
58,2023.04.11.,"오뚜기, 제27회 오뚜기함태호재단 장학증서 수여식 개최",뉴스퀘스트,"재단법인 오뚜기함태호재단(이사장 함영준)은 지난 10일, 강남구 대치동에 소재한 오뚜기센터에서 '제27회 오뚜기함태호재단 장학증서 수여식'을 개최했다고 11일 밝혔다. 재단법인 오뚜기함태호재단 임원들과 2023년...",https://www.newsquest.co.kr/news/articleView.html?idxno=205488
59,2023.04.11.,[생활경제 이슈] 오뚜기함태호재단 ‘제27회 오뚜기함태호재단 장학증서 수여...,로이슈,"재단법인 오뚜기함태호재단(이사장 함영준)이 지난 4월 10일(월), 강남구 대치동에 소재한 오뚜기센터에서 ‘제27회 오뚜기함태호재단 장학증서 수여식’을 개최했다. 재단법인 오뚜기함태호재단 임원들과 2023년...",http://www.lawissue.co.kr/view.php?ud=202304111121573696204ead0791_12
60,2023.04.10.,카카오뱅크 ‘저금통with오뚜기’ 내놓아,스포츠동아,"카카오뱅크가 ‘저금통with오뚜기’(사진)를 선보였다. 자동으로 잔돈을 모아 최대 10만 원까지 저축하는 저금통 상품에 오뚜기몰 쿠폰 혜택을 담았다. 10일까지 신청 가능하며, 이용 기간 중 특정 저축 조건을...",https://sports.donga.com/article/all/20230410/118760776/2
61,2023.03.28.,"오뚜기 '참기름' 40주년, 출시 이래 판매 1위 수성",뉴시스,오뚜기는 올해로 출시 40주년을 맞는 '오뚜기 참기름'이 1983년 출시 이래 줄곧 소비자 판매 1위를 놓치지 않고 있다고 28일 밝혔다. 한국농수산식품유통공사(aT) 식품산업통계정보시스템에 따르면 지난해 상반기 기준...,http://www.newsis.com/view/?id=NISX20230328_0002243366&cID=13001&pID=13000
62,2023.04.07.,"오뚜기, '식품안전과학연구소' 개소",스마트경제,"사진제공=오뚜기 오뚜기는 7일 오뚜기 중앙연구소에서 국내외 식품안전 발전을 위해 설립한 '식품안전과학연구소' 개소식을 개최했다고 밝혔다. 이 날 기념식에는 오뚜기 함영준 회장, 황성만 사장을 비롯해...",https://www.dailysmart.co.kr/news/articleView.html?idxno=71341
63,2023.04.11.,"오뚜기함태호재단, 제27회 오뚜기함태호재단 장학증서 수여식 개최",파이낸셜투데이,"재단법인 오뚜기함태호재단이 지난 4월 10일 강남구 대치동에 소재한 오뚜기센터에서 '제27회 오뚜기함태호재단 장학증서 수여식'을 개최했다고 11일 밝혔다. 이날 행사에서는 개회 및 장학증서 수여, 함영준...",http://www.ftoday.co.kr/news/articleView.html?idxno=300666
64,2023.04.07.,"오뚜기, 식품안전과학연구소 열어",현대경제신문,"오뚜기는 7일 경기 안양시 오뚜기 중앙연구소에서 국내외 식품안전 발전을 위해 설립한 '식품안전과학연구소' 개소식을 열었다고 밝혔다. 이날 기념식에는 함영준 오뚜기 회장, 황성만 사장을 비롯해 이병훈...",http://www.finomy.com/news/articleView.html?idxno=128140
